Id,LivingArea1stFlrSF,LivingArea2ndFlrSF,BathroomFullTotal,BathroomHalfTotal,Bedrooms,Fireplaces,GarageAreaSF,GarageCars,GarageYrBlt,LivingAreaTotalSF,KitchenAbvGr,LotAreaSF,LotFrontageFeet,MiscVal,MoSold,Porch3SeasonSF,PorchEnclosedSF,PorchOpenSF,PorchScreenSF,SalePrice,BsmtTotalSF,YearBuilt,YearRemodAdd,YrSold,BuildingAreaTotalSF,OtherRooms,MSZoning,LotShape,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasonryVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,HeatingQC,CentralAir,Electrical,KitchenQual,GarageType,GarageFinish,PavedDrive,SaleType,SaleCondition,MasonryVnr,WoodDeck,Pool,MSSubClass,OverallCond
206,1442,0,2,0,3,0,500,2,1990.0,1442,1,11851,99.0,0,5,508,0,34,0,180500,1424,1990,1990,2009,2866,2,RL,Reg,Corner,Gilbert,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,TA,Attchd,RFn,Y,WD,Normal,N,N,N,20,5
207,1696,0,1,1,3,1,349,1,1962.0,1696,1,13673,40.0,0,3,0,0,30,0,143900,1140,1962,1962,2007,2836,5,RL,IR1,CulDSac,Sawyer,RRAe,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,Gd,CBlock,TA,TA,No,Unf,TA,Y,SBrkr,TA,Attchd,RFn,Y,WD,Normal,N,N,N,20,5
208,1100,0,2,0,3,1,312,1,1960.0,1100,1,12493,70.0,0,4,0,0,0,0,141000,1100,1960,1960,2008,2200,3,RL,IR1,Inside,NAmes,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,ALQ,TA,Y,SBrkr,TA,Attchd,RFn,Y,WD,Normal,N,Y,N,20,5
209,1180,882,3,1,3,1,454,2,1988.0,2062,1,14364,70.0,0,4,0,0,55,154,277000,1157,1988,1989,2007,3219,4,RL,IR1,Inside,SawyerW,Norm,1Fam,2Story,Gable,Plywood,Plywood,BrkFace,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Ex,Y,SBrkr,TA,Attchd,Fin,Y,WD,Normal,Y,Y,N,60,5
210,1092,0,2,0,3,0,504,2,1964.0,1092,1,8250,75.0,0,7,0,0,0,0,145000,1092,1964,1964,2008,2184,3,RL,Reg,Inside,NAmes,Norm,1Fam,1Story,Hip,HdBoard,HdBoard,Stone,TA,TA,CBlock,Gd,TA,No,Rec,Ex,Y,SBrkr,TA,Attchd,RFn,Y,WD,Normal,Y,N,N,20,7
211,864,0,2,0,2,0,0,0,1979.0,864,1,5604,67.0,0,4,0,96,0,0,98000,864,1925,1950,2008,1728,3,RL,Reg,Inside,Edwards,Norm,1Fam,1Story,Gable,Stucco,Stucco,None,TA,TA,CBlock,TA,TA,No,Rec,TA,N,FuseA,TA,Attchd,Unf,Y,WD,Normal,N,N,N,30,6
212,1212,0,2,0,3,0,460,2,2009.0,1212,1,10420,83.0,0,3,0,0,22,0,186000,1212,2009,2009,2010,2424,3,RL,Reg,Corner,Edwards,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Mn,GLQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,N,Y,N,20,5
213,932,920,3,1,3,1,644,2,2009.0,1852,1,8640,72.0,0,7,0,0,108,0,252678,900,2009,2009,2009,2752,4,FV,Reg,Inside,Somerst,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,New,Partial,N,Y,N,60,5
214,990,0,1,1,3,0,576,2,1996.0,990,1,13568,43.0,0,7,0,0,0,0,156000,990,1995,1995,2006,1980,2,RL,IR2,CulDSac,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,ALQ,Ex,Y,SBrkr,TA,Attchd,Unf,Y,WD,Normal,N,Y,N,20,5
215,689,703,1,1,3,0,299,1,1977.0,1392,1,10900,70.0,450,3,0,0,36,0,161750,689,1977,1977,2010,2081,3,RL,IR1,FR2,CollgCr,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,GLQ,Ex,Y,SBrkr,TA,Attchd,Fin,Y,WD,Normal,Y,N,N,60,7
216,1236,0,1,1,2,1,447,1,1957.0,1236,1,10011,72.0,0,5,0,0,0,0,134450,1070,1957,1996,2006,2306,4,RL,IR1,Inside,NAmes,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,TA,Y,SBrkr,Gd,Attchd,Unf,Y,WD,Normal,Y,N,N,20,6
217,1436,0,3,0,3,0,484,2,2004.0,1436,1,8450,65.0,0,4,0,0,98,0,210000,1436,2004,2004,2008,2872,5,RL,Reg,Inside,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Ex,Y,SBrkr,Gd,Attchd,Unf,Y,WD,Normal,Y,Y,N,20,5
218,810,518,1,0,3,0,210,1,1940.0,1328,1,9906,57.0,0,9,0,60,172,0,107000,686,1925,1950,2006,2014,5,RM,Reg,Inside,OldTown,Norm,1Fam,2Story,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,Fa,N,SBrkr,TA,Detchd,Unf,Y,WD,Family,N,N,N,70,4
219,1137,817,1,2,3,2,431,2,1939.0,1954,1,15660,70.0,0,5,0,150,119,0,311500,798,1939,2006,2008,2752,5,RL,IR1,Corner,Crawfor,Norm,1Fam,1.5Fin,Gable,VinylSd,VinylSd,BrkFace,Gd,Gd,CBlock,TA,TA,No,BLQ,Ex,Y,SBrkr,Gd,Attchd,Unf,Y,WD,Normal,Y,N,N,50,9
220,1248,0,2,0,2,0,438,2,2005.0,1248,1,3010,43.0,0,3,0,0,0,0,167240,1248,2005,2006,2006,2496,3,RL,Reg,Inside,Blmngtn,Norm,TwnhsE,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Ex,Y,SBrkr,Gd,Attchd,Fin,Y,New,Partial,Y,Y,N,120,5
221,1498,0,2,0,2,0,675,2,2006.0,1498,1,8990,73.0,0,4,0,0,33,0,204900,1498,2006,2006,2006,2996,3,RL,IR1,Inside,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Mn,Unf,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,New,Partial,N,Y,N,20,5
222,1010,1257,2,1,4,1,390,2,2002.0,2267,1,8068,70.0,0,12,0,0,46,0,200000,1010,2002,2002,2009,3277,4,RL,IR1,Inside,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,BuiltIn,RFn,Y,ConLI,Normal,N,Y,N,60,5
223,811,741,3,1,3,1,434,2,1975.0,1552,1,11475,85.0,0,2,0,0,208,0,179900,713,1975,1975,2006,2265,3,RL,Reg,Inside,NWAmes,RRAn,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,TA,No,ALQ,TA,Y,SBrkr,TA,Attchd,RFn,Y,WD,Normal,N,Y,N,60,6
224,864,0,1,0,2,0,576,2,1989.0,864,1,10500,70.0,0,3,0,0,0,0,97000,864,1971,1971,2009,1728,2,RL,Reg,FR2,NAmes,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,Gd,Y,SBrkr,TA,Detchd,Unf,Y,WD,Abnorml,N,Y,N,20,6
225,2392,0,2,0,3,1,968,3,2003.0,2392,1,13472,103.0,0,6,0,0,105,0,386250,2392,2003,2003,2009,4784,5,RL,Reg,Inside,NridgHt,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,Ex,Y,SBrkr,Ex,Attchd,Fin,Y,WD,Normal,Y,Y,N,20,5
226,630,672,2,1,3,0,280,1,1991.0,1302,1,1680,21.0,0,5,0,0,0,0,112000,630,1971,1971,2009,1932,3,RM,Reg,Inside,BrDale,Norm,Twnhs,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,TA,Y,SBrkr,TA,Detchd,Unf,Y,COD,Abnorml,Y,N,N,160,5
227,1214,1306,2,1,4,1,721,3,1995.0,2520,1,9950,82.0,0,6,0,0,114,0,290000,1203,1995,1995,2007,3723,5,RL,IR1,Inside,NoRidge,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Abnorml,Y,Y,N,60,5
228,483,504,1,1,2,0,280,1,1987.0,987,1,1869,21.0,0,9,0,0,0,0,106000,483,1970,1970,2008,1470,3,RM,Reg,Inside,BrDale,Norm,Twnhs,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,TA,Y,SBrkr,TA,Detchd,Unf,Y,WD,Normal,Y,N,N,160,6
229,912,0,1,0,3,1,336,1,1974.0,912,1,8521,70.0,0,5,0,0,0,0,125000,912,1967,1967,2010,1824,2,RL,Reg,FR2,Sawyer,Feedr,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,TA,Y,SBrkr,TA,Detchd,Unf,Y,WD,Normal,N,N,N,20,5
230,1555,0,2,0,2,1,430,2,2005.0,1555,1,3182,43.0,0,5,0,0,20,0,192500,1373,2005,2006,2009,2928,5,RL,Reg,Inside,Blmngtn,Norm,TwnhsE,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Ex,Y,SBrkr,Gd,Attchd,Fin,Y,WD,Normal,Y,Y,N,120,5
231,1194,0,2,0,3,0,312,1,1959.0,1194,1,8760,73.0,0,4,0,120,0,0,148000,1194,1959,1959,2010,2388,3,RL,Reg,Inside,NAmes,Norm,1Fam,1Story,Hip,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,TA,Y,SBrkr,TA,Attchd,RFn,Y,WD,Normal,Y,N,N,20,6
232,1490,1304,3,1,4,1,810,3,1995.0,2794,1,15138,174.0,0,7,0,202,146,0,403000,1462,1995,1996,2009,4256,5,RL,IR1,Inside,NoRidge,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Ex,Attchd,Fin,Y,WD,Normal,Y,N,N,60,5
233,483,504,1,1,2,1,288,1,1972.0,987,1,1680,21.0,0,6,0,0,0,0,94500,483,1972,1972,2006,1470,3,RM,Reg,Inside,BrDale,Norm,Twnhs,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,TA,Y,SBrkr,TA,Attchd,Unf,Y,WD,Normal,Y,N,N,160,5
234,894,0,2,0,3,0,308,1,1976.0,894,1,10650,75.0,0,2,0,0,0,0,128200,894,1976,1976,2010,1788,2,RL,Reg,Corner,CollgCr,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,Gd,Av,LwQ,TA,Y,SBrkr,TA,Attchd,Unf,Y,WD,Normal,N,Y,N,20,6
235,860,1100,3,1,4,2,440,2,2002.0,1960,1,7851,70.0,0,5,0,0,48,0,216500,860,2002,2002,2010,2820,4,RL,Reg,Inside,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,BuiltIn,Fin,Y,WD,Normal,Y,Y,N,60,5
236,483,504,1,1,2,0,264,1,1971.0,987,1,1680,21.0,0,8,0,0,0,0,89500,483,1971,1971,2008,1470,3,RM,Reg,Inside,BrDale,Norm,TwnhsE,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,TA,Y,SBrkr,TA,Detchd,Unf,Y,WD,Normal,Y,N,N,160,3
237,1414,0,2,0,3,0,494,2,2004.0,1414,1,8773,65.0,0,5,0,0,105,0,185500,1414,2004,2004,2010,2828,3,RL,Reg,FR2,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,Y,Y,N,20,5
238,1014,730,2,1,3,0,457,2,1993.0,1744,1,9453,70.0,0,2,238,0,70,0,194500,996,1993,2003,2010,2740,4,RL,IR1,CulDSac,SawyerW,RRNe,1Fam,2Story,Gable,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,No,BLQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,N,Y,N,60,7
239,1694,0,2,0,3,0,818,3,2007.0,1694,1,12030,93.0,0,12,0,0,228,0,318000,1694,2007,2007,2007,3388,4,RL,Reg,Inside,NridgHt,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,No,Unf,Ex,Y,SBrkr,Gd,Attchd,Fin,Y,New,Partial,Y,Y,N,20,5
240,798,689,1,1,3,1,220,1,1949.0,1487,1,8741,52.0,0,4,0,0,140,0,113000,735,1945,1950,2010,2222,4,RL,Reg,Inside,Edwards,Norm,1Fam,1.5Fin,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,Fa,No,LwQ,TA,Y,FuseA,TA,Detchd,Unf,Y,WD,Normal,N,N,N,50,4
241,1566,0,3,0,3,0,750,2,2008.0,1566,1,9000,75.0,0,4,0,0,168,0,262500,1566,2008,2008,2010,3132,4,FV,Reg,Inside,Somerst,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,Y,Y,N,20,5
242,866,0,1,0,2,0,0,0,1979.0,866,1,3880,40.0,0,8,0,0,42,0,110500,686,1945,1997,2007,1552,2,RM,Reg,Inside,OldTown,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,Gd,Y,SBrkr,Gd,Attchd,Unf,Y,WD,Normal,N,Y,N,30,9
243,889,551,1,0,3,0,352,1,1940.0,1440,1,5000,63.0,0,4,0,77,0,0,79000,540,1900,1950,2006,1980,3,RM,Reg,Corner,OldTown,Norm,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Gd,N,FuseA,TA,Attchd,Unf,Y,WD,Normal,N,N,N,50,4
244,626,591,1,1,3,1,288,1,1980.0,1217,1,10762,75.0,0,4,0,0,28,0,120000,626,1980,1980,2009,1843,3,RL,Reg,Corner,SawyerW,Norm,TwnhsE,2Story,Gable,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,Unf,TA,Y,SBrkr,TA,Attchd,RFn,Y,WD,Normal,N,N,N,160,6
245,1222,888,3,1,3,2,463,2,1994.0,2110,1,8880,70.0,0,5,0,0,130,0,205000,948,1994,2002,2010,3058,5,RL,IR1,Inside,SawyerW,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,N,N,N,60,5
246,1872,0,2,1,3,1,604,2,1988.0,1872,1,10400,80.0,0,6,0,0,39,0,241500,1845,1988,1988,2006,3717,3,RL,Reg,Inside,NWAmes,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,Gd,TA,Av,GLQ,Gd,Y,SBrkr,TA,Attchd,Fin,Y,WD,Normal,Y,Y,N,20,5
247,908,1020,2,0,4,0,440,1,1910.0,1928,2,9142,69.0,0,4,0,112,60,0,137000,1020,1910,1950,2006,2948,5,RM,Reg,Inside,OldTown,Norm,2fmCon,2Story,Gable,AsbShng,AsbShng,None,TA,Fa,Stone,Fa,TA,No,Unf,Gd,N,FuseP,Fa,Detchd,Unf,Y,WD,Normal,N,N,N,190,8
248,1375,0,1,0,2,1,451,2,1954.0,1375,1,11310,75.0,0,6,0,0,30,0,140000,1367,1954,1954,2006,2742,3,RL,Reg,Inside,NAmes,Norm,1Fam,1Story,Hip,Wd Sdng,BrkFace,None,TA,TA,CBlock,TA,TA,No,Unf,Ex,Y,SBrkr,TA,Attchd,Unf,Y,WD,Normal,N,N,N,20,5
249,840,828,2,1,3,0,500,2,2003.0,1668,1,11317,72.0,0,9,0,0,68,0,180000,840,2003,2003,2007,2508,5,RL,Reg,Inside,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,Y,Y,N,60,5
250,1444,700,2,1,4,2,389,2,1958.0,2144,1,159000,70.0,500,6,0,0,98,0,277000,1444,1958,2006,2007,3588,3,RL,IR2,CulDSac,ClearCr,Norm,1Fam,1.5Fin,Gable,Wd Sdng,HdBoard,BrkCmn,Gd,TA,CBlock,Gd,TA,Gd,Rec,Gd,Y,SBrkr,Gd,Attchd,Fin,Y,WD,Normal,Y,N,N,50,7
251,1306,0,1,0,3,0,0,0,1979.0,1306,1,5350,55.0,450,5,0,0,0,0,76500,728,1940,1966,2010,2034,3,RL,IR1,Inside,BrkSide,Norm,1Fam,1Story,Gable,Wd Sdng,Plywood,None,TA,Po,CBlock,TA,TA,No,Unf,Ex,Y,SBrkr,Fa,Attchd,Unf,Y,WD,Normal,N,Y,N,30,2
252,1625,0,3,1,2,1,538,2,2006.0,1625,1,4750,44.0,0,12,0,0,0,153,235000,1573,2006,2007,2007,3198,3,RM,IR1,Inside,Crawfor,Norm,TwnhsE,1Story,Hip,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Gd,GLQ,Ex,Y,SBrkr,Gd,Attchd,Fin,Y,WD,Family,Y,Y,N,120,5
253,798,842,2,1,3,0,520,2,2004.0,1640,1,8366,65.0,0,12,0,0,45,0,173000,798,2004,2004,2008,2438,3,RL,IR1,Inside,SawyerW,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,N,Y,N,60,5
254,1302,0,2,1,3,0,309,1,1964.0,1302,1,9350,85.0,0,10,0,0,0,0,158000,1302,1964,1991,2007,2604,4,RL,Reg,Inside,NAmes,Norm,1Fam,SLvl,Hip,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Gd,LwQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,CWD,Normal,Y,Y,N,80,7
255,1314,0,2,0,3,0,294,1,1957.0,1314,1,8400,70.0,0,6,0,0,0,0,145000,1314,1957,1957,2010,2628,2,RL,Reg,Inside,NAmes,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Rec,TA,Y,SBrkr,TA,Attchd,RFn,Y,WD,Normal,N,Y,N,20,6
256,1005,1286,2,1,4,1,429,2,1999.0,2291,1,8738,66.0,0,2,0,0,0,0,230000,975,1999,1999,2006,3266,4,RL,IR1,Inside,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,BuiltIn,Fin,Y,WD,Normal,Y,Y,N,60,5
257,864,864,2,1,3,0,673,2,2003.0,1728,1,8791,64.0,0,5,0,0,56,0,207500,864,2003,2003,2008,2592,4,FV,IR1,Inside,Somerst,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Rec,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,N,Y,N,60,5
258,1604,0,3,1,3,1,660,2,2006.0,1604,1,8814,68.0,0,3,0,0,110,0,220000,1604,2006,2006,2009,3208,5,RL,Reg,Inside,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Abnorml,Y,Y,N,20,5
259,963,829,2,1,3,1,564,2,2001.0,1792,1,12435,80.0,0,5,245,0,96,0,231500,963,2001,2001,2008,2755,4,RL,Reg,Inside,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,Y,N,N,60,5
260,882,0,1,0,2,0,308,1,1956.0,882,1,12702,70.0,0,12,0,0,45,0,97000,0,1956,1956,2008,882,2,RM,Reg,Inside,OldTown,Norm,1Fam,1Story,Gable,BrkFace,BrkFace,None,TA,TA,PConc,TA,TA,No,Unf,Gd,Y,FuseA,TA,Detchd,Unf,Y,WD,Normal,N,N,N,20,5
261,1382,0,2,0,3,1,884,2,1991.0,1382,1,19296,120.0,0,5,0,252,0,0,176000,1362,1962,1962,2009,2744,3,RL,Reg,Corner,NAmes,Artery,1Fam,SLvl,Gable,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,Gd,Rec,TA,Y,SBrkr,TA,Attchd,Unf,Y,WD,Normal,Y,N,N,80,5
262,1482,1092,2,1,3,1,868,3,2007.0,2574,1,9588,69.0,0,11,0,0,148,0,276000,1482,2007,2007,2007,4056,7,RL,IR1,Inside,CollgCr,Norm,1Fam,2Story,Gable,CemntBd,CmentBd,Stone,Gd,TA,PConc,Ex,TA,No,Unf,Ex,Y,SBrkr,Ex,BuiltIn,Fin,Y,New,Partial,Y,N,N,60,5
263,1212,0,2,0,3,1,492,2,1978.0,1212,1,8471,88.0,0,7,0,0,12,0,151000,506,1977,1995,2006,1718,3,RL,IR1,Corner,Sawyer,Norm,1Fam,SLvl,Gable,HdBoard,Plywood,BrkFace,TA,TA,CBlock,Gd,Gd,Av,ALQ,TA,Y,SBrkr,TA,Attchd,Unf,Y,WD,Normal,Y,Y,N,80,7
264,926,0,2,0,3,0,484,2,1974.0,1316,1,5500,50.0,0,4,0,0,0,0,130000,926,1929,2001,2010,2242,3,RM,Reg,Corner,OldTown,Norm,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,LwQ,TA,Y,SBrkr,TA,Detchd,Unf,Y,WD,Normal,N,N,N,50,7
265,764,0,1,0,2,0,504,2,1965.0,764,1,5232,30.0,0,6,0,0,0,0,73000,680,1925,2004,2008,1444,2,RM,IR3,Inside,OldTown,Artery,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Fa,TA,No,Unf,Gd,N,FuseP,TA,Detchd,Unf,N,WD,Normal,N,N,N,30,5
266,1422,0,2,0,3,1,576,2,1981.0,1422,1,12090,78.0,0,6,0,0,0,0,175500,1422,1981,1981,2008,2844,4,RL,IR1,Inside,NWAmes,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,BrkFace,TA,Gd,CBlock,Gd,TA,No,GLQ,TA,Y,SBrkr,Gd,Attchd,Fin,Y,WD,Normal,Y,Y,N,20,6
267,802,709,3,1,3,1,413,2,1997.0,1511,1,11207,70.0,0,6,0,0,75,0,185000,802,1997,1997,2006,2313,5,RL,IR1,FR2,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Av,GLQ,Gd,Y,SBrkr,TA,Attchd,Fin,Y,WD,Normal,N,Y,N,60,5
268,1052,720,2,1,4,1,240,1,1939.0,2192,1,8400,60.0,0,7,0,0,24,0,179500,720,1939,1997,2008,2912,4,RL,Reg,Inside,SWISU,Norm,1Fam,2.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,LwQ,Ex,Y,SBrkr,Gd,Detchd,Unf,Y,WD,Normal,N,Y,N,75,8
269,778,0,1,0,2,1,924,1,1966.0,778,1,6900,71.0,0,2,0,0,25,0,120500,740,1940,1955,2008,1518,2,RM,Reg,Inside,IDOTRR,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Ex,Y,SBrkr,TA,Detchd,Fin,Y,WD,Normal,N,N,N,30,6
270,1113,0,2,1,3,1,504,1,1987.0,1113,1,7917,70.0,0,5,0,0,30,0,148000,1143,1976,1976,2007,2256,3,RL,IR1,Corner,Edwards,Norm,1Fam,1Story,Hip,HdBoard,HdBoard,BrkFace,TA,Gd,CBlock,TA,Gd,No,BLQ,TA,Y,SBrkr,TA,Attchd,RFn,Y,WD,Normal,Y,Y,N,20,7
271,1095,844,2,1,3,1,1053,3,2006.0,1939,1,10728,84.0,0,8,0,0,51,0,266000,1095,2006,2006,2006,3034,5,FV,Reg,Inside,Somerst,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Mn,Unf,Gd,Y,SBrkr,Gd,Attchd,RFn,Y,New,Partial,N,Y,N,60,5
272,1363,0,2,0,2,2,439,2,1954.0,1363,1,39104,73.0,0,4,0,0,0,0,241500,1385,1954,2005,2008,2748,3,RL,IR1,CulDSac,ClearCr,Norm,1Fam,1Story,Flat,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,Gd,LwQ,Ex,Y,SBrkr,TA,Attchd,Unf,Y,WD,Normal,N,Y,N,20,7
273,1164,1106,2,1,4,1,671,3,1999.0,2270,1,11764,92.0,0,4,0,0,57,0,290000,1152,1999,2007,2010,3422,5,RL,IR1,CulDSac,NoRidge,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,Attchd,Fin,Y,WD,Normal,Y,Y,N,60,7
274,1632,0,3,0,3,1,338,1,1958.0,1632,1,9600,80.0,0,4,0,0,0,0,139000,1240,1958,1988,2009,2872,3,RL,Reg,Inside,NAmes,Feedr,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,BrkCmn,TA,TA,CBlock,TA,TA,No,Rec,Gd,Y,SBrkr,TA,Attchd,RFn,Y,WD,Normal,Y,Y,N,20,6
275,816,0,1,0,2,0,264,1,1982.0,816,1,8314,76.0,0,6,0,0,0,0,124500,816,1982,1982,2007,1632,3,RL,Reg,Corner,Mitchel,Norm,1Fam,1Story,Gable,HdBoard,ImStucc,None,TA,TA,CBlock,TA,TA,Gd,ALQ,TA,Y,SBrkr,TA,Attchd,Unf,Y,WD,Normal,N,Y,N,20,7
276,952,596,2,1,3,0,672,2,1978.0,1548,1,7264,55.0,0,10,0,0,0,144,205000,952,1925,2007,2009,2500,2,RL,Reg,Inside,BrkSide,Norm,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,Gd,Gd,BrkTil,TA,TA,No,Unf,Gd,N,SBrkr,Ex,Detchd,Unf,Y,WD,Normal,N,Y,N,50,7
